family,topk,sample_idx,conf_orig,conf_after_del,conf_drop
resnet18_cbam,0.2,9711,0.549860954284668,0.5666186213493347,-0.016757667064666748
resnet18_cbam,0.05,2485,0.9634159207344055,0.9657828211784363,-0.0023669004440307617
resnet18_cbam,0.1,2485,0.9634159207344055,0.9785415530204773,-0.015125632286071777
resnet18_cbam,0.2,2485,0.9634159207344055,0.985990047454834,-0.022574126720428467
resnet18_cbam,0.05,25055,0.8705379962921143,0.8708724975585938,-0.0003345012664794922
resnet18_cbam,0.1,25055,0.8705379962921143,0.8756023049354553,-0.0050643086433410645
resnet18_cbam,0.2,25055,0.8705379962921143,0.9046034812927246,-0.03406548500061035
resnet18_cbam,0.05,25226,0.9508294463157654,0.9581711292266846,-0.0073416829109191895
resnet18_cbam,0.1,25226,0.9508294463157654,0.8204848766326904,0.13034456968307495
resnet18_cbam,0.2,25226,0.9508294463157654,0.2395189255475998,0.7113105207681656
resnet18_cbam,0.05,2517,0.9999443292617798,0.9999523162841797,-7.987022399902344e-06
resnet18_cbam,0.1,2517,0.9999443292617798,0.9999611377716064,-1.6808509826660156e-05
resnet18_cbam,0.2,2517,0.9999443292617798,0.9999667406082153,-2.2411346435546875e-05
resnet18_cbam,0.05,3986,0.9992289543151855,0.9992915391921997,-6.258487701416016e-05
resnet18_cbam,0.1,3986,0.9992289543151855,0.9998202919960022,-0.0005913376808166504
resnet18_cbam,0.2,3986,0.9992289543151855,0.9993459582328796,-0.0001170039176940918
resnet18_cbam,0.05,5449,0.9013860821723938,0.9199842810630798,-0.018598198890686035
resnet18_cbam,0.1,5449,0.9013860821723938,0.9074859619140625,-0.006099879741668701
resnet18_cbam,0.2,5449,0.9013860821723938,0.9245519638061523,-0.023165881633758545
resnet18_cbam,0.05,25650,0.9294009208679199,0.9334839582443237,-0.004083037376403809
resnet18_cbam,0.1,25650,0.9294009208679199,0.9322011470794678,-0.0028002262115478516
resnet18_cbam,0.2,25650,0.9294009208679199,0.9304190874099731,-0.0010181665420532227
resnet18_cbam,0.05,5353,1.0,1.0,0.0
resnet18_cbam,0.1,5353,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.2,5353,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.05,13786,0.6177212595939636,0.7456794381141663,-0.12795817852020264
resnet18_cbam,0.1,13786,0.6177212595939636,0.7712006568908691,-0.15347939729690552
resnet18_cbam,0.2,13786,0.6177212595939636,0.9222107529640198,-0.30448949337005615
resnet18_cbam,0.05,4322,0.9833145141601562,0.9814198613166809,0.0018946528434753418
resnet18_cbam,0.1,4322,0.9833145141601562,0.9794248342514038,0.0038896799087524414
resnet18_cbam,0.2,4322,0.9833145141601562,0.965700626373291,0.017613887786865234
resnet18_cbam,0.05,25639,0.7364250421524048,0.6366634964942932,0.09976154565811157
resnet18_cbam,0.1,25639,0.7364250421524048,0.5436107516288757,0.19281429052352905
resnet18_cbam,0.2,25639,0.7364250421524048,0.28021013736724854,0.45621490478515625
resnet18_cbam,0.05,25205,0.997878909111023,0.9978925585746765,-1.3649463653564453e-05
resnet18_cbam,0.1,25205,0.997878909111023,0.9983471632003784,-0.00046825408935546875
resnet18_cbam,0.2,25205,0.997878909111023,0.9988808035850525,-0.001001894474029541
resnet18_cbam,0.05,1831,1.0,1.0,0.0
resnet18_cbam,0.1,1831,1.0,1.0,0.0
resnet18_cbam,0.2,1831,1.0,1.0,0.0
resnet18_cbam,0.05,3536,0.9999262094497681,0.9999284744262695,-2.2649765014648438e-06
resnet18_cbam,0.1,3536,0.9999262094497681,0.999972939491272,-4.673004150390625e-05
resnet18_cbam,0.2,3536,0.9999262094497681,0.999880313873291,4.589557647705078e-05
